author,published_at,text,like_count,contexto,texto_limpo,texto_processado
@dri2438,2022-01-13T08:29:36Z,6 horas da manhã e eu já tô ficando agoniada pq não consigo dormir,1,musica_dormir,horas da manhã e eu já tô ficando agoniada pq não consigo dormir,horas manhã tô ficando agoniada pq consigo
@itachi-kk2ct,2022-01-13T04:29:09Z,Se eu dormi quem vai desligar meu celular kkk,0,musica_dormir,se eu dormi quem vai desligar meu celular kkk,dormi desligar celular kkk
@edr.3632,2022-01-13T02:38:16Z,Cadê a Débora ouvindo?,0,musica_dormir,cadê a débora ouvindo,cadê débora ouvindo
@polianefernandesbeltrao9136,2022-01-13T02:32:53Z,Musica ótima para colocar as crianças para dormir!,1,musica_dormir,musica ótima para colocar as crianças para dormir,musica ótima colocar crianças
@alaidesr6750,2022-01-13T02:27:44Z,Eu tenho medo do escuro e estou tentando dormir,1,musica_dormir,eu tenho medo do escuro e estou tentando dormir,medo escuro tentando
@micaelamendes4019,2022-01-12T13:57:45Z,Eu amo essa música.,4,musica_dormir,eu amo essa música,amo
@marianafeitosa4598,2022-01-12T11:58:26Z,2022 🙋🏻‍♀️,1,musica_dormir,🙋🏻‍♀️,🙋🏻‍♀️
@camila_i_jholl1486,2022-01-12T06:14:30Z,"Uma boa noite a todos, que tenham um bom sonho iluminado por Deus. 🙏🙏🙏",1,musica_dormir,uma boa noite a todos que tenham um bom sonho iluminado por deus 🙏🙏🙏,boa noite todos bom sonho iluminado deus 🙏🙏🙏
@Maenevck,2022-01-12T04:45:25Z,"Usei essa música noite passada é nem percebi ja era outro dia, essa música ajudou mt cair no sono",14,musica_dormir,usei essa música noite passada é nem percebi ja era outro dia essa música ajudou mt cair no sono,usei noite passada percebi ja outro ajudou cair sono
@eloahrinaldipadilha6327,2022-01-12T01:57:05Z,Era para dormir eu chorei,2,musica_dormir,era para dormir eu chorei,chorei
@micaelamendes4019,2022-01-12T01:13:45Z,Faz eu dormir melhor.Boa noite💤💤💤💤💤💤💤💤💤,3,musica_dormir,faz eu dormir melhorboa noite💤💤💤💤💤💤💤💤💤,melhorboa noite💤💤💤💤💤💤💤💤💤
@kelsonjose859,2022-01-11T15:38:21Z,Estou até dormindo nesse exato momento que estou digitando...,1,musica_dormir,estou até dormindo nesse exato momento que estou digitando,dormindo nesse exato momento digitando
@vembrincarcomadora4469,2022-01-11T13:29:40Z,Gente eu acabei de por a musica e abrir a boca de sono,1,musica_dormir,gente eu acabei de por a musica e abrir a boca de sono,acabei musica abrir boca sono
@aniellymara3170,2022-01-11T06:24:55Z,Alguém 2022?! Musica boa viu😴,1,musica_dormir,alguém musica boa viu😴,alguém musica boa viu😴
@lilskar5737,2022-01-11T04:14:41Z,"tomei 2 remédios para dormir, e até agr não dormi, espero dormir com essa musica",1,musica_dormir,tomei remédios para dormir e até agr não dormi espero dormir com essa musica,tomei remédios agr dormi espero musica
@lobinhaaunica2078,2022-01-11T03:32:19Z,"Oiii esses últimos dias está sendo muito difícil pra mim então vim desabafar!
Tenho 14 e não estou conseguindo dormir por conta de meus pensamentos, parece bobo falando assim mais eu realmente não consigo parar de pensar eu fecho os olhos e vem mil coisas em minha mente, isso é muito exaustivo pq não consigo dormir, me deito 00:00 e quando vejo já são 4 da manhã e eu lá pensando..... Queria pedir pra todos vcs que orem ou rezem por mim!! 
( Isso tudo é um trauma (um gatilho) que aconteceu a umas 2 semanas atrás, e até hoje estou tentando dormir bem)",1,musica_dormir,oiii esses últimos dias está sendo muito difícil pra mim então vim desabafar tenho e não estou conseguindo dormir por conta de meus pensamentos parece bobo falando assim mais eu realmente não consigo parar de pensar eu fecho os olhos e vem mil coisas em minha mente isso é muito exaustivo pq não consigo dormir me deito e quando vejo já são da manhã e eu lá pensando queria pedir pra todos vcs que orem ou rezem por mim isso tudo é um trauma um gatilho que aconteceu a umas semanas atrás e até hoje estou tentando dormir bem,oiii últimos dias sendo difícil então vim desabafar conseguindo conta pensamentos parece bobo falando assim realmente consigo parar pensar fecho olhos vem mil coisas mente exaustivo pq consigo deito vejo manhã lá pensando queria pedir todos vcs orem rezem trauma gatilho aconteceu umas semanas atrás hoje tentando
@izabellagalvanni7715,2022-01-11T03:07:35Z,"Essa música me fez chorar tanto, tive uma auto reflexão sobre algumas coisas… Desabei e vou dormir pq chorar da sono 🥲",2,musica_dormir,essa música me fez chorar tanto tive uma auto reflexão sobre algumas coisas… desabei e vou dormir pq chorar da sono 🥲,fez chorar tanto auto reflexão sobre algumas coisas… desabei pq chorar sono 🥲
@alexandre7600,2022-01-11T02:54:41Z,"Todos tenhão uma boua noite de paz, uma boua tarde de amor e uma bela manhã de amor de Deus, vc que ouve esta música apague a luz, pensse no seu lugar favorito não importa qual no seu quarto, praia, cozinha ou até banheiro, não emporta qual lugar fecha os olhos e imagine vc nesse lugar... Fecheos olhos respire fundo bem fundo e penssa em Deus agradeça a ele por tudo lembra que amanhã vc vai poder ficar só no celular na TV e com salgadinho na mão, agora pode mimir. ZzZzZzZzZz",3,musica_dormir,todos tenhão uma boua noite de paz uma boua tarde de amor e uma bela manhã de amor de deus vc que ouve esta música apague a luz pensse no seu lugar favorito não importa qual no seu quarto praia cozinha ou até banheiro não emporta qual lugar fecha os olhos e imagine vc nesse lugar fecheos olhos respire fundo bem fundo e penssa em deus agradeça a ele por tudo lembra que amanhã vc vai poder ficar só no celular na tv e com salgadinho na mão agora pode mimir zzzzzzzzzz,todos tenhão boua noite paz boua tarde amor bela manhã amor deus ouve apague luz pensse lugar favorito importa quarto praia cozinha banheiro emporta lugar fecha olhos imagine nesse lugar fecheos olhos respire fundo fundo penssa deus agradeça lembra amanhã poder ficar celular tv salgadinho mão pode mimir zzzzzzzzzz
@dark_dukalote7040,2022-01-10T13:31:42Z,Coloquei pra dormi enquanto viajo kkkkkk,1,musica_dormir,coloquei pra dormi enquanto viajo kkkkkk,coloquei dormi enquanto viajo kkkkkk
@nizzy0827,2022-01-10T05:19:49Z,Eu tenho isonia e isso ajudou me muito,1,musica_dormir,eu tenho isonia e isso ajudou me muito,isonia ajudou
@Danizinhady,2022-01-10T02:34:25Z,Bora dormir . primeiramente agradecer a Deus por todos os livramentos por tudo q ele fez e as vezes nem sabemos q foi ele .q a paz de Deus entre em cada coração nesse momento,0,musica_dormir,bora dormir primeiramente agradecer a deus por todos os livramentos por tudo q ele fez e as vezes nem sabemos q foi ele q a paz de deus entre em cada coração nesse momento,bora primeiramente agradecer deus todos livramentos q fez vezes sabemos q q paz deus cada coração nesse momento
@hannalolkk,2022-01-10T01:57:14Z,Tomei um susto,0,musica_dormir,tomei um susto,tomei susto
@Card_R,2022-01-10T01:38:08Z,Valeu Cássio meu amigo 🤗,1,musica_dormir,valeu cássio meu amigo 🤗,valeu cássio amigo 🤗
@carlos_htorres1193,2022-01-09T23:08:08Z,"Medo de ir dormir e acordar com ""Tem magalu tem no magalu""",0,musica_dormir,medo de ir dormir e acordar com tem magalu tem no magalu,medo ir acordar magalu magalu
@zeneidetafarelosouza4626,2022-01-09T02:43:41Z,5ñp,0,musica_dormir,ñp,ñp
@karlarejane8888,2022-01-09T02:18:10Z,JESUA ❤😍🤩🙏🏽🥰👏🏽💕💖😀😇😇😇😇😇😇😇😇😇😇😍,0,musica_dormir,jesua ❤😍🤩🙏🏽🥰👏🏽💕💖😀😇😇😇😇😇😇😇😇😇😇😍,jesua ❤😍🤩🙏🏽🥰👏🏽💕💖😀😇😇😇😇😇😇😇😇😇😇😍
@buritojapones,2022-01-08T22:45:03Z,Eu ouvi a musica e dormi  muito fasio,1,musica_dormir,eu ouvi a musica e dormi muito fasio,ouvi musica dormi fasio
@Gigica_97,2022-01-08T15:30:42Z,Eu dormi com essa música muito boa !,11,musica_dormir,eu dormi com essa música muito boa,dormi boa
@neandrocastello793,2022-01-08T09:21:12Z,"Estava há quase uma semana com uma insônia terrível. Foram praticamente 6 noites de sono muito mal dormidas, demorava a pegar no sono e quando conseguia acordava no meio da madrugada sem conseguir voltar a dormir. 
Sou paciente com transtorno bipolar e faço acompanhamento médico e com terapia. Meu médico alterou minha medicação e eu não via efeito. 
Até que na última quarta-feira descobri esse áudio no YouTube e pela primeira vez em 7 dias consegui dormir profundo apesar de terem sido apenas 2:30h. 
Na última noite coloquei novamente o áudio e além de dormir em pouco minutos, o fiz por cerva de 6h... Gratidão por quem fez e postou esse vídeo. 🙌🏻❤👏🏻👏🏻👏🏻🙏🎼🎵",1,musica_dormir,estava há quase uma semana com uma insônia terrível foram praticamente noites de sono muito mal dormidas demorava a pegar no sono e quando conseguia acordava no meio da madrugada sem conseguir voltar a dormir sou paciente com transtorno bipolar e faço acompanhamento médico e com terapia meu médico alterou minha medicação e eu não via efeito até que na última quartafeira descobri esse áudio no youtube e pela primeira vez em dias consegui dormir profundo apesar de terem sido apenas h na última noite coloquei novamente o áudio e além de dormir em pouco minutos o fiz por cerva de h gratidão por quem fez e postou esse vídeo 🙌🏻❤👏🏻👏🏻👏🏻🙏🎼🎵,quase semana insônia terrível praticamente noites sono dormidas demorava pegar sono conseguia acordava meio madrugada conseguir voltar paciente transtorno bipolar faço acompanhamento médico terapia médico alterou medicação via efeito última quartafeira descobri áudio youtube primeira vez dias consegui profundo apesar terem sido apenas h última noite coloquei novamente áudio além pouco minutos fiz cerva h gratidão fez postou vídeo 🙌🏻❤👏🏻👏🏻👏🏻🙏🎼🎵
@asueriamachado1803,2022-01-08T06:28:40Z,Tem Cido uma benção pra mim essas músicas,1,musica_dormir,tem cido uma benção pra mim essas músicas,cido benção músicas
@isasannt,2022-01-08T03:37:20Z,Tá chovendo pra caramba aqui e eu com medo de trovão vim aqui só pra distrair obrigado,1,musica_dormir,tá chovendo pra caramba aqui e eu com medo de trovão vim aqui só pra distrair obrigado,chovendo caramba medo trovão vim distrair
@taniaspimenta,2022-01-08T03:27:03Z,"Muito boa essa música, me fez relaxar e pensar nas coisas positivas, eu agradeço demais",5,musica_dormir,muito boa essa música me fez relaxar e pensar nas coisas positivas eu agradeço demais,boa fez pensar coisas positivas agradeço demais
@Card_R,2022-01-08T02:42:44Z,Obrigado,1,musica_dormir,obrigado,
@saahbdp3354,2022-01-08T02:11:56Z,Durmo bem quando ouço essas músicas ❤️,3,musica_dormir,durmo bem quando ouço essas músicas ❤️,durmo ouço músicas ❤️
@ssspinerwolf6453,2022-01-08T01:52:43Z,😨😨😱😵😓💓🔚,0,musica_dormir,😨😨😱😵😓💓🔚,😨😨😱😵😓💓🔚
@ssspinerwolf6453,2022-01-08T01:51:37Z,Eu nem acredito to com medo de creepypastas sabendo que nao existe ta chovendo e ai fica os barulhos do medo,0,musica_dormir,eu nem acredito to com medo de creepypastas sabendo que nao existe ta chovendo e ai fica os barulhos do medo,acredito to medo creepypastas sabendo nao existe ta chovendo ai fica barulhos medo
@marianaquaresma2337,2022-01-08T01:25:17Z,Amo essa musica!!!me ajudou muito a dormir todo dia eu assisto 🤍,4,musica_dormir,amo essa musicame ajudou muito a dormir todo dia eu assisto 🤍,amo musicame ajudou todo assisto 🤍
@rayanegomes2330,2022-01-07T13:58:35Z,Medo de dormir e acordar com o celular 0%,0,musica_dormir,medo de dormir e acordar com o celular,medo acordar celular
@andressacarvalho5408,2022-01-07T06:51:07Z,"Amei essa música eu tenho insônia e ansiedade e não consigo dormir graças a essa música eu durmo em 2 minutos, obrigada por criar essa musica ❤",25,musica_dormir,amei essa música eu tenho insônia e ansiedade e não consigo dormir graças a essa música eu durmo em minutos obrigada por criar essa musica ❤,amei insônia ansiedade consigo graças durmo minutos criar musica ❤
@flaviaadriana7834,2022-01-07T03:58:32Z,Muito boa essa música,2,musica_dormir,muito boa essa música,boa
@desbravadora3225,2022-01-07T03:28:56Z,"Amei essa música , é só essa música que me faz dormir como um anjo . As outras eu não consigo dormir direito , eu acho que é porque eu tenho uma ótima lembrança dessa música , me lembro que eu cheguei de uma caminhada na floresta com meu clube desbravadores eu cheguei muito cansada tomei um banho e fui procurar uma música para botar para dormir a primeira música que eu apertei foi essa por isso que eu tenho uma memória boa dela . Eu me sinto como naquele dia por isso 
 durmo fácilmente e como um anjo que está muito cansado da sua luta do dia ❤️🙌😇🤩",2,musica_dormir,amei essa música é só essa música que me faz dormir como um anjo as outras eu não consigo dormir direito eu acho que é porque eu tenho uma ótima lembrança dessa música me lembro que eu cheguei de uma caminhada na floresta com meu clube desbravadores eu cheguei muito cansada tomei um banho e fui procurar uma música para botar para dormir a primeira música que eu apertei foi essa por isso que eu tenho uma memória boa dela eu me sinto como naquele dia por isso durmo fácilmente e como um anjo que está muito cansado da sua luta do dia ❤️🙌😇🤩,amei anjo outras consigo direito acho porque ótima lembrança dessa lembro cheguei caminhada floresta clube desbravadores cheguei cansada tomei banho procurar botar primeira apertei memória boa sinto naquele durmo fácilmente anjo cansado luta ❤️🙌😇🤩
@lauracosta4597,2022-01-07T03:20:31Z,"Primeira semana do ano!!! 2022
Só queria um emprego :/
 Não consigo nem dormir direito...",1,musica_dormir,primeira semana do ano só queria um emprego não consigo nem dormir direito,primeira semana ano queria emprego consigo direito
@marciamoral5102,2022-01-07T02:27:23Z,Essa parece uma casinha de duende rs,0,musica_dormir,essa parece uma casinha de duende rs,parece casinha duende rs
@evanildenery8678,2022-01-06T17:23:26Z,Alguém em 2022 ?❤,1,musica_dormir,alguém em ❤,alguém ❤
@tamystamara1454,2022-01-06T06:46:35Z,Ouvindo em 2022,2,musica_dormir,ouvindo em,ouvindo
@bless951,2022-01-06T04:21:45Z,"Caraca depois que vc dropa um doce e ouve essa musica , vc vê até doend kkkkkkkkkkk chapei",0,musica_dormir,caraca depois que vc dropa um doce e ouve essa musica vc vê até doend kkkkkkkkkkk chapei,caraca dropa doce ouve musica vê doend kkkkkkkkkkk chapei
@alexandre7600,2022-01-06T02:26:08Z,"Olha vim falar sobre a música deste canal especialmente essa, quem que   
criou  o canal é uma pessoa prestativa sempre se preocupa em ver os comentários,seus videos trazem: Paz, harmonia e Deus, amo esse canal visito-o frequentemente e na minha opinião ele é super iper mega RECOMENDAVEL Deus abençoe a todos e obrigada, pessoas como o criador do canal devem existir no mundo. 
      

                        Escrito por Clarinha.           
                                   Grata.",3,musica_dormir,olha vim falar sobre a música deste canal especialmente essa quem que criou o canal é uma pessoa prestativa sempre se preocupa em ver os comentáriosseus videos trazem paz harmonia e deus amo esse canal visitoo frequentemente e na minha opinião ele é super iper mega recomendavel deus abençoe a todos e obrigada pessoas como o criador do canal devem existir no mundo escrito por clarinha grata,olha vim falar sobre deste canal especialmente criou canal pessoa prestativa preocupa comentáriosseus videos trazem paz harmonia deus amo canal visitoo frequentemente opinião super iper mega recomendavel deus abençoe todos pessoas criador canal devem existir mundo escrito clarinha grata
